record_date,item_code,quantity,customer
2024-02-15,SAMPLE-B,22,CUST-01
2024-02-15,SAMPLE-B,10,CUST-08
2024-02-16,SAMPLE-B,29,CUST-06
2024-02-16,SAMPLE-B,16,CUST-08
2024-02-16,SAMPLE-B,30,CUST-07
2024-02-16,SAMPLE-B,20,CUST-06
2024-02-16,SAMPLE-B,22,CUST-03
2024-02-16,SAMPLE-B,17,CUST-03
2024-02-19,SAMPLE-B,18,CUST-03
2024-02-20,SAMPLE-A,4,CUST-08
2024-02-20,SAMPLE-B,27,CUST-04
2024-02-21,SAMPLE-A,10,CUST-06
2024-02-21,SAMPLE-A,8,CUST-04
2024-02-21,SAMPLE-B,22,CUST-03
2024-02-21,SAMPLE-C,4,CUST-01
2024-02-21,SAMPLE-C,1,CUST-01
2024-02-22,SAMPLE-A,12,CUST-02
2024-02-22,SAMPLE-B,29,CUST-05
2024-02-22,SAMPLE-B,17,CUST-03
2024-02-22,SAMPLE-B,11,CUST-02
2024-02-22,SAMPLE-B,11,CUST-08
2024-02-22,SAMPLE-C,3,CUST-03
2024-02-23,SAMPLE-B,9,CUST-05
2024-02-23,SAMPLE-B,20,CUST-01
2024-02-23,SAMPLE-B,11,CUST-08
2024-02-23,SAMPLE-B,10,CUST-03
2024-02-26,SAMPLE-A,6,CUST-06
2024-02-26,SAMPLE-A,10,CUST-08
2024-02-26,SAMPLE-A,7,CUST-02
2024-02-26,SAMPLE-B,29,CUST-04
2024-02-26,SAMPLE-B,9,CUST-06
2024-02-26,SAMPLE-B,19,CUST-04
2024-02-27,SAMPLE-A,12,CUST-05
2024-02-27,SAMPLE-A,11,CUST-08
2024-02-27,SAMPLE-A,11,CUST-06
2024-02-27,SAMPLE-A,8,CUST-03
2024-02-27,SAMPLE-B,24,CUST-04
2024-02-27,SAMPLE-B,9,CUST-02
2024-02-28,SAMPLE-A,10,CUST-08
2024-02-28,SAMPLE-B,23,CUST-07
2024-02-28,SAMPLE-B,17,CUST-07
2024-02-29,SAMPLE-A,11,CUST-08
2024-02-29,SAMPLE-B,14,CUST-02
2024-02-29,SAMPLE-B,8,CUST-06
2024-02-29,SAMPLE-B,5,CUST-08
2024-02-29,SAMPLE-B,26,CUST-04
2024-03-01,SAMPLE-A,3,CUST-04
2024-03-01,SAMPLE-B,29,CUST-05
2024-03-04,SAMPLE-A,6,CUST-01
2024-03-04,SAMPLE-A,11,CUST-05
2024-03-04,SAMPLE-B,12,CUST-04
2024-03-04,SAMPLE-B,14,CUST-02
2024-03-04,SAMPLE-B,14,CUST-01
2024-03-04,SAMPLE-B,30,CUST-07
2024-03-04,SAMPLE-C,2,CUST-01
2024-03-05,SAMPLE-A,9,CUST-03
2024-03-05,SAMPLE-A,9,CUST-08
2024-03-05,SAMPLE-B,8,CUST-07
2024-03-05,SAMPLE-B,29,CUST-07
2024-03-05,SAMPLE-B,8,CUST-04
2024-03-05,SAMPLE-B,25,CUST-05
2024-03-06,SAMPLE-A,9,CUST-03
2024-03-06,SAMPLE-A,8,CUST-02
2024-03-06,SAMPLE-B,9,CUST-03
2024-03-06,SAMPLE-B,25,CUST-07
2024-03-07,SAMPLE-B,24,CUST-02
2024-03-07,SAMPLE-C,1,CUST-02
2024-03-08,SAMPLE-B,26,CUST-01
2024-03-08,SAMPLE-B,7,CUST-06
2024-03-08,SAMPLE-B,10,CUST-03
2024-03-08,SAMPLE-C,3,CUST-01
2024-03-11,SAMPLE-B,5,CUST-05
2024-03-11,SAMPLE-B,20,CUST-08
2024-03-11,SAMPLE-B,27,CUST-01
2024-03-11,SAMPLE-B,13,CUST-06
2024-03-11,SAMPLE-C,3,CUST-01
2024-03-12,SAMPLE-A,7,CUST-04
2024-03-12,SAMPLE-B,14,CUST-06
2024-03-12,SAMPLE-B,25,CUST-02
2024-03-12,SAMPLE-B,17,CUST-08
2024-03-12,SAMPLE-B,30,CUST-03
2024-03-13,SAMPLE-A,7,CUST-07
2024-03-13,SAMPLE-B,23,CUST-01
2024-03-13,SAMPLE-B,13,CUST-04
2024-03-13,SAMPLE-B,13,CUST-03
2024-03-13,SAMPLE-B,29,CUST-08
2024-03-13,SAMPLE-B,20,CUST-06
2024-03-13,SAMPLE-C,1,CUST-01
2024-03-13,SAMPLE-C,3,CUST-02
2024-03-13,SAMPLE-C,4,CUST-03
2024-03-14,SAMPLE-B,22,CUST-08
2024-03-14,SAMPLE-B,22,CUST-04
2024-03-14,SAMPLE-B,16,CUST-06
2024-03-14,SAMPLE-B,19,CUST-01
2024-03-14,SAMPLE-B,8,CUST-08
2024-03-14,SAMPLE-B,25,CUST-05
2024-03-14,SAMPLE-B,30,CUST-04
2024-03-15,SAMPLE-A,3,CUST-05
2024-03-15,SAMPLE-A,3,CUST-07
2024-03-15,SAMPLE-B,6,CUST-01
2024-03-15,SAMPLE-B,29,CUST-08
2024-03-15,SAMPLE-B,14,CUST-05
2024-03-15,SAMPLE-B,30,CUST-07
2024-03-15,SAMPLE-B,22,CUST-01
2024-03-15,SAMPLE-B,27,CUST-01
2024-03-15,SAMPLE-B,7,CUST-05
2024-03-18,SAMPLE-A,8,CUST-08
2024-03-18,SAMPLE-A,10,CUST-03
2024-03-18,SAMPLE-B,25,CUST-02
2024-03-18,SAMPLE-B,6,CUST-04
2024-03-18,SAMPLE-B,22,CUST-08
2024-03-18,SAMPLE-B,23,CUST-04
2024-03-18,SAMPLE-B,11,CUST-03
2024-03-18,SAMPLE-B,23,CUST-02
2024-03-18,SAMPLE-B,6,CUST-07
2024-03-19,SAMPLE-A,12,CUST-07
2024-03-19,SAMPLE-B,29,CUST-05
2024-03-19,SAMPLE-B,24,CUST-02
2024-03-19,SAMPLE-B,16,CUST-06
2024-03-19,SAMPLE-B,22,CUST-06
2024-03-19,SAMPLE-B,17,CUST-05
2024-03-19,SAMPLE-B,20,CUST-08
2024-03-20,SAMPLE-A,10,CUST-01
2024-03-20,SAMPLE-B,11,CUST-03
2024-03-20,SAMPLE-B,17,CUST-08
2024-03-20,SAMPLE-B,18,CUST-01
2024-03-20,SAMPLE-B,9,CUST-08
2024-03-20,SAMPLE-B,26,CUST-05
2024-03-21,SAMPLE-A,3,CUST-03
2024-03-21,SAMPLE-B,25,CUST-05
2024-03-21,SAMPLE-B,8,CUST-02
2024-03-21,SAMPLE-B,24,CUST-04
2024-03-22,SAMPLE-A,3,CUST-07
2024-03-22,SAMPLE-B,16,CUST-06
2024-03-25,SAMPLE-A,7,CUST-08
2024-03-25,SAMPLE-B,30,CUST-05
2024-03-25,SAMPLE-B,6,CUST-03
2024-03-25,SAMPLE-B,20,CUST-07
2024-03-25,SAMPLE-B,17,CUST-08
2024-03-26,SAMPLE-A,11,CUST-01
2024-03-26,SAMPLE-A,3,CUST-08
2024-03-26,SAMPLE-B,25,CUST-03
2024-03-26,SAMPLE-B,29,CUST-07
2024-03-26,SAMPLE-B,18,CUST-06
2024-03-26,SAMPLE-B,21,CUST-07
2024-03-27,SAMPLE-A,11,CUST-04
2024-03-27,SAMPLE-A,11,CUST-02
2024-03-27,SAMPLE-B,12,CUST-04
2024-03-27,SAMPLE-B,8,CUST-07
2024-03-27,SAMPLE-B,7,CUST-07
2024-03-27,SAMPLE-B,18,CUST-07
2024-03-27,SAMPLE-B,25,CUST-07
2024-03-28,SAMPLE-A,10,CUST-01
2024-03-28,SAMPLE-B,12,CUST-04
2024-03-28,SAMPLE-B,13,CUST-06
2024-03-28,SAMPLE-B,28,CUST-07
2024-03-28,SAMPLE-B,6,CUST-01
2024-03-28,SAMPLE-B,22,CUST-06
2024-03-28,SAMPLE-B,25,CUST-06
2024-03-28,SAMPLE-B,17,CUST-04
2024-03-29,SAMPLE-A,3,CUST-05
2024-03-29,SAMPLE-B,30,CUST-08
2024-03-29,SAMPLE-B,8,CUST-07
2024-04-01,SAMPLE-A,4,CUST-02
2024-04-01,SAMPLE-B,11,CUST-02
2024-04-01,SAMPLE-B,25,CUST-05
2024-04-02,SAMPLE-A,7,CUST-08
2024-04-02,SAMPLE-B,17,CUST-06
2024-04-02,SAMPLE-C,2,CUST-01
2024-04-03,SAMPLE-B,18,CUST-06
2024-04-03,SAMPLE-B,29,CUST-02
2024-04-03,SAMPLE-B,15,CUST-03
2024-04-04,SAMPLE-B,20,CUST-07
2024-04-04,SAMPLE-B,19,CUST-02
2024-04-04,SAMPLE-B,6,CUST-08
2024-04-04,SAMPLE-B,19,CUST-01
2024-04-04,SAMPLE-B,29,CUST-08
2024-04-04,SAMPLE-C,1,CUST-03
2024-04-05,SAMPLE-B,6,CUST-05
2024-04-05,SAMPLE-B,26,CUST-06
2024-04-05,SAMPLE-B,15,CUST-07
2024-04-05,SAMPLE-B,20,CUST-03
2024-04-08,SAMPLE-B,27,CUST-05
2024-04-08,SAMPLE-B,25,CUST-01
2024-04-08,SAMPLE-B,25,CUST-05
2024-04-08,SAMPLE-B,27,CUST-04
2024-04-08,SAMPLE-C,4,CUST-02
2024-04-09,SAMPLE-A,7,CUST-08
2024-04-09,SAMPLE-B,14,CUST-03
2024-04-09,SAMPLE-B,29,CUST-04
2024-04-09,SAMPLE-B,25,CUST-03
2024-04-09,SAMPLE-B,13,CUST-05
2024-04-09,SAMPLE-C,2,CUST-01
2024-04-10,SAMPLE-A,8,CUST-07
2024-04-10,SAMPLE-B,18,CUST-05
2024-04-10,SAMPLE-B,5,CUST-01
2024-04-10,SAMPLE-B,20,CUST-04
2024-04-10,SAMPLE-C,4,CUST-02
2024-04-11,SAMPLE-A,12,CUST-01
2024-04-11,SAMPLE-B,28,CUST-04
2024-04-11,SAMPLE-C,3,CUST-03
2024-04-12,SAMPLE-B,29,CUST-07
2024-04-12,SAMPLE-B,29,CUST-03
2024-04-12,SAMPLE-B,24,CUST-05
2024-04-12,SAMPLE-C,2,CUST-04
2024-04-15,SAMPLE-A,3,CUST-01
2024-04-15,SAMPLE-A,6,CUST-05
2024-04-15,SAMPLE-B,5,CUST-07
2024-04-15,SAMPLE-B,20,CUST-05
2024-04-15,SAMPLE-B,15,CUST-07
2024-04-15,SAMPLE-B,5,CUST-05
2024-04-15,SAMPLE-B,9,CUST-05
2024-04-15,SAMPLE-B,11,CUST-03
2024-04-15,SAMPLE-B,26,CUST-02
2024-04-16,SAMPLE-B,9,CUST-02
2024-04-16,SAMPLE-B,19,CUST-07
2024-04-16,SAMPLE-B,21,CUST-07
2024-04-16,SAMPLE-B,23,CUST-07
2024-04-16,SAMPLE-B,8,CUST-08
2024-04-16,SAMPLE-B,25,CUST-01
2024-04-17,SAMPLE-A,4,CUST-07
2024-04-17,SAMPLE-A,5,CUST-07
2024-04-17,SAMPLE-B,6,CUST-08
2024-04-17,SAMPLE-B,14,CUST-06
2024-04-17,SAMPLE-B,13,CUST-08
2024-04-17,SAMPLE-B,9,CUST-01
2024-04-17,SAMPLE-C,2,CUST-03
2024-04-18,SAMPLE-B,11,CUST-04
2024-04-18,SAMPLE-B,5,CUST-02
2024-04-18,SAMPLE-B,12,CUST-06
2024-04-18,SAMPLE-B,7,CUST-02
2024-04-18,SAMPLE-B,28,CUST-08
2024-04-19,SAMPLE-A,8,CUST-05
2024-04-19,SAMPLE-A,10,CUST-02
2024-04-19,SAMPLE-B,17,CUST-02
2024-04-19,SAMPLE-B,21,CUST-04
2024-04-22,SAMPLE-A,5,CUST-03
2024-04-22,SAMPLE-B,21,CUST-04
2024-04-22,SAMPLE-B,12,CUST-01
2024-04-22,SAMPLE-B,7,CUST-02
2024-04-22,SAMPLE-B,6,CUST-08
2024-04-22,SAMPLE-B,12,CUST-01
2024-04-22,SAMPLE-B,27,CUST-08
2024-04-23,SAMPLE-A,6,CUST-03
2024-04-23,SAMPLE-A,12,CUST-06
2024-04-23,SAMPLE-A,5,CUST-02
2024-04-23,SAMPLE-A,4,CUST-03
2024-04-23,SAMPLE-B,17,CUST-05
2024-04-23,SAMPLE-C,1,CUST-04
2024-04-24,SAMPLE-A,11,CUST-02
2024-04-24,SAMPLE-A,6,CUST-06
2024-04-24,SAMPLE-A,7,CUST-07
2024-04-24,SAMPLE-B,22,CUST-07
2024-04-24,SAMPLE-B,21,CUST-07
2024-04-25,SAMPLE-B,19,CUST-04
2024-04-25,SAMPLE-B,10,CUST-05
2024-04-25,SAMPLE-B,23,CUST-08
2024-04-25,SAMPLE-C,4,CUST-04
2024-04-26,SAMPLE-A,9,CUST-03
2024-04-26,SAMPLE-B,9,CUST-06
2024-04-29,SAMPLE-B,5,CUST-03
2024-04-29,SAMPLE-B,16,CUST-06
2024-04-30,SAMPLE-A,10,CUST-06
2024-04-30,SAMPLE-B,10,CUST-06
2024-04-30,SAMPLE-B,10,CUST-08
2024-04-30,SAMPLE-B,28,CUST-03
2024-04-30,SAMPLE-C,3,CUST-03
2024-05-01,SAMPLE-A,11,CUST-03
2024-05-01,SAMPLE-B,11,CUST-06
2024-05-01,SAMPLE-B,28,CUST-08
2024-05-01,SAMPLE-B,14,CUST-07
2024-05-01,SAMPLE-B,10,CUST-07
2024-05-01,SAMPLE-B,24,CUST-08
2024-05-01,SAMPLE-B,25,CUST-03
2024-05-01,SAMPLE-B,14,CUST-06
2024-05-03,SAMPLE-A,6,CUST-08
2024-05-03,SAMPLE-A,11,CUST-08
2024-05-03,SAMPLE-B,25,CUST-02
2024-05-03,SAMPLE-B,27,CUST-02
2024-05-03,SAMPLE-B,11,CUST-01
2024-05-06,SAMPLE-B,7,CUST-02
2024-05-06,SAMPLE-B,16,CUST-07
2024-05-06,SAMPLE-B,14,CUST-03
2024-05-06,SAMPLE-B,14,CUST-08
2024-05-07,SAMPLE-B,24,CUST-07
2024-05-07,SAMPLE-B,22,CUST-07
2024-05-08,SAMPLE-B,29,CUST-01
2024-05-08,SAMPLE-B,28,CUST-02
2024-05-09,SAMPLE-A,10,CUST-02
2024-05-09,SAMPLE-B,18,CUST-05
2024-05-09,SAMPLE-B,15,CUST-08
2024-05-10,SAMPLE-B,7,CUST-06
2024-05-10,SAMPLE-B,26,CUST-05
2024-05-10,SAMPLE-C,4,CUST-03
2024-05-13,SAMPLE-A,7,CUST-05
2024-05-13,SAMPLE-B,7,CUST-01
2024-05-13,SAMPLE-B,19,CUST-06
2024-05-14,SAMPLE-B,14,CUST-03
2024-05-14,SAMPLE-B,25,CUST-05
2024-05-14,SAMPLE-B,8,CUST-01
2024-05-14,SAMPLE-B,20,CUST-06
2024-05-14,SAMPLE-B,16,CUST-08
2024-05-14,SAMPLE-B,16,CUST-05
2024-05-14,SAMPLE-C,2,CUST-01
2024-05-15,SAMPLE-A,6,CUST-07
2024-05-15,SAMPLE-A,11,CUST-08
2024-05-15,SAMPLE-B,23,CUST-08
2024-05-15,SAMPLE-B,23,CUST-03
2024-05-15,SAMPLE-B,29,CUST-01
2024-05-15,SAMPLE-B,17,CUST-04
2024-05-15,SAMPLE-B,6,CUST-07
2024-05-16,SAMPLE-B,28,CUST-08
2024-05-16,SAMPLE-C,3,CUST-04
2024-05-17,SAMPLE-A,5,CUST-02
2024-05-17,SAMPLE-A,4,CUST-04
2024-05-17,SAMPLE-B,6,CUST-03
2024-05-17,SAMPLE-B,24,CUST-02
2024-05-17,SAMPLE-C,3,CUST-04
2024-05-20,SAMPLE-A,9,CUST-06
2024-05-20,SAMPLE-A,5,CUST-05
2024-05-20,SAMPLE-A,5,CUST-01
2024-05-20,SAMPLE-B,7,CUST-06
2024-05-20,SAMPLE-B,9,CUST-08
2024-05-20,SAMPLE-B,17,CUST-08
2024-05-20,SAMPLE-B,10,CUST-01
2024-05-20,SAMPLE-B,22,CUST-04
2024-05-20,SAMPLE-B,17,CUST-03
2024-05-21,SAMPLE-A,12,CUST-07
2024-05-21,SAMPLE-B,29,CUST-07
2024-05-21,SAMPLE-B,12,CUST-04
2024-05-21,SAMPLE-B,17,CUST-01
2024-05-21,SAMPLE-C,4,CUST-02
2024-05-22,SAMPLE-A,4,CUST-06
2024-05-22,SAMPLE-A,10,CUST-05
2024-05-22,SAMPLE-A,3,CUST-08
2024-05-22,SAMPLE-A,12,CUST-06
2024-05-22,SAMPLE-B,26,CUST-03
2024-05-23,SAMPLE-B,12,CUST-01
2024-05-23,SAMPLE-B,30,CUST-02
2024-05-23,SAMPLE-B,27,CUST-01
2024-05-24,SAMPLE-B,19,CUST-07
2024-05-24,SAMPLE-B,27,CUST-04
2024-05-24,SAMPLE-B,5,CUST-02
2024-05-27,SAMPLE-A,12,CUST-01
2024-05-27,SAMPLE-B,5,CUST-07
2024-05-27,SAMPLE-B,5,CUST-07
2024-05-28,SAMPLE-A,9,CUST-04
2024-05-28,SAMPLE-A,11,CUST-08
2024-05-28,SAMPLE-A,11,CUST-08
2024-05-28,SAMPLE-A,11,CUST-07
2024-05-28,SAMPLE-B,26,CUST-04
2024-05-28,SAMPLE-B,5,CUST-06
2024-05-29,SAMPLE-A,3,CUST-02
2024-05-29,SAMPLE-A,8,CUST-07
2024-05-29,SAMPLE-B,10,CUST-02
2024-05-29,SAMPLE-C,4,CUST-01
2024-05-29,SAMPLE-C,2,CUST-03
2024-05-30,SAMPLE-A,4,CUST-08
2024-05-30,SAMPLE-A,4,CUST-07
2024-05-30,SAMPLE-B,20,CUST-06
2024-05-30,SAMPLE-B,21,CUST-05
2024-05-31,SAMPLE-A,3,CUST-02
2024-05-31,SAMPLE-A,4,CUST-02
2024-05-31,SAMPLE-B,15,CUST-03
2024-05-31,SAMPLE-B,11,CUST-03
2024-05-31,SAMPLE-B,21,CUST-07
2024-05-31,SAMPLE-C,1,CUST-02
2024-06-04,SAMPLE-B,21,CUST-01
2024-06-04,SAMPLE-B,5,CUST-04
2024-06-04,SAMPLE-B,11,CUST-06
2024-06-04,SAMPLE-C,1,CUST-01
2024-06-04,SAMPLE-C,3,CUST-04
2024-06-05,SAMPLE-A,5,CUST-04
2024-06-05,SAMPLE-B,25,CUST-03
2024-06-05,SAMPLE-B,15,CUST-03
2024-06-05,SAMPLE-B,11,CUST-04
2024-06-05,SAMPLE-C,4,CUST-02
2024-06-06,SAMPLE-A,6,CUST-06
2024-06-06,SAMPLE-B,28,CUST-01
2024-06-06,SAMPLE-B,26,CUST-03
2024-06-06,SAMPLE-B,16,CUST-01
2024-06-06,SAMPLE-C,2,CUST-04
2024-06-07,SAMPLE-B,12,CUST-08
2024-06-07,SAMPLE-B,13,CUST-04
2024-06-07,SAMPLE-B,30,CUST-07
2024-06-07,SAMPLE-B,10,CUST-07
2024-06-07,SAMPLE-B,20,CUST-01
2024-06-10,SAMPLE-A,5,CUST-07
2024-06-10,SAMPLE-B,17,CUST-06
2024-06-10,SAMPLE-B,5,CUST-05
2024-06-10,SAMPLE-C,2,CUST-01
2024-06-11,SAMPLE-A,8,CUST-06
2024-06-11,SAMPLE-B,14,CUST-08
2024-06-11,SAMPLE-B,7,CUST-05
2024-06-12,SAMPLE-B,11,CUST-08
2024-06-12,SAMPLE-B,7,CUST-07
2024-06-12,SAMPLE-B,10,CUST-04
2024-06-13,SAMPLE-A,10,CUST-03
2024-06-13,SAMPLE-B,18,CUST-01
2024-06-13,SAMPLE-B,14,CUST-02
2024-06-13,SAMPLE-B,30,CUST-02
2024-06-13,SAMPLE-C,4,CUST-04
2024-06-13,SAMPLE-C,3,CUST-03
2024-06-13,SAMPLE-C,1,CUST-02
2024-06-14,SAMPLE-A,5,CUST-06
2024-06-14,SAMPLE-A,8,CUST-03
2024-06-14,SAMPLE-A,12,CUST-06
2024-06-14,SAMPLE-A,7,CUST-02
2024-06-14,SAMPLE-B,30,CUST-02
2024-06-14,SAMPLE-B,26,CUST-04
2024-06-14,SAMPLE-C,1,CUST-02
2024-06-18,SAMPLE-A,12,CUST-07
2024-06-18,SAMPLE-B,8,CUST-06
2024-06-19,SAMPLE-A,5,CUST-08
2024-06-19,SAMPLE-A,7,CUST-04
2024-06-19,SAMPLE-B,15,CUST-01
2024-06-19,SAMPLE-B,16,CUST-05
2024-06-19,SAMPLE-B,5,CUST-01
2024-06-19,SAMPLE-B,25,CUST-03
2024-06-19,SAMPLE-B,11,CUST-06
2024-06-19,SAMPLE-C,1,CUST-01
2024-06-20,SAMPLE-A,7,CUST-05
2024-06-20,SAMPLE-A,4,CUST-08
2024-06-20,SAMPLE-B,23,CUST-04
2024-06-20,SAMPLE-B,19,CUST-06
2024-06-20,SAMPLE-B,11,CUST-01
2024-06-20,SAMPLE-B,11,CUST-05
2024-06-20,SAMPLE-B,10,CUST-03
2024-06-20,SAMPLE-C,3,CUST-04
2024-06-21,SAMPLE-A,5,CUST-07
2024-06-21,SAMPLE-B,14,CUST-06
2024-06-24,SAMPLE-B,8,CUST-08
2024-06-24,SAMPLE-C,2,CUST-03
2024-06-25,SAMPLE-B,5,CUST-03
2024-06-25,SAMPLE-B,16,CUST-04
2024-06-25,SAMPLE-B,27,CUST-01
2024-06-25,SAMPLE-B,16,CUST-08
2024-06-26,SAMPLE-A,8,CUST-08
2024-06-26,SAMPLE-A,10,CUST-02
2024-06-26,SAMPLE-B,26,CUST-06
2024-06-26,SAMPLE-B,18,CUST-07
2024-06-26,SAMPLE-B,18,CUST-01
2024-06-27,SAMPLE-A,10,CUST-03
2024-06-27,SAMPLE-A,12,CUST-02
2024-06-27,SAMPLE-B,7,CUST-02
2024-06-27,SAMPLE-B,17,CUST-08
2024-06-27,SAMPLE-B,20,CUST-06
2024-06-27,SAMPLE-B,18,CUST-04
2024-06-27,SAMPLE-B,6,CUST-04
2024-06-27,SAMPLE-B,18,CUST-07
2024-06-28,SAMPLE-A,7,CUST-07
2024-06-28,SAMPLE-B,7,CUST-04
2024-06-28,SAMPLE-B,21,CUST-06
2024-06-28,SAMPLE-B,13,CUST-08
2024-07-01,SAMPLE-A,4,CUST-03
2024-07-01,SAMPLE-A,4,CUST-02
2024-07-01,SAMPLE-B,6,CUST-02
2024-07-01,SAMPLE-B,7,CUST-07
2024-07-02,SAMPLE-A,12,CUST-01
2024-07-02,SAMPLE-B,10,CUST-07
2024-07-02,SAMPLE-C,2,CUST-02
2024-07-03,SAMPLE-A,10,CUST-03
2024-07-03,SAMPLE-B,10,CUST-05
2024-07-03,SAMPLE-B,12,CUST-04
2024-07-04,SAMPLE-A,4,CUST-06
2024-07-04,SAMPLE-A,6,CUST-02
2024-07-04,SAMPLE-A,8,CUST-05
2024-07-04,SAMPLE-B,8,CUST-02
2024-07-04,SAMPLE-B,11,CUST-01
2024-07-05,SAMPLE-A,8,CUST-07
2024-07-05,SAMPLE-B,10,CUST-08
2024-07-05,SAMPLE-B,8,CUST-01
2024-07-08,SAMPLE-B,8,CUST-06
2024-07-08,SAMPLE-B,23,CUST-04
2024-07-08,SAMPLE-B,13,CUST-03
2024-07-08,SAMPLE-B,6,CUST-05
2024-07-08,SAMPLE-B,26,CUST-01
2024-07-08,SAMPLE-B,12,CUST-05
2024-07-08,SAMPLE-B,13,CUST-01
2024-07-08,SAMPLE-B,16,CUST-04
2024-07-09,SAMPLE-A,11,CUST-05
2024-07-09,SAMPLE-B,24,CUST-03
2024-07-09,SAMPLE-C,2,CUST-01
2024-07-10,SAMPLE-A,8,CUST-03
2024-07-10,SAMPLE-B,11,CUST-08
2024-07-10,SAMPLE-B,16,CUST-06
2024-07-10,SAMPLE-B,17,CUST-06
2024-07-10,SAMPLE-B,15,CUST-08
2024-07-10,SAMPLE-B,11,CUST-07
2024-07-10,SAMPLE-B,18,CUST-07
2024-07-10,SAMPLE-C,1,CUST-03
2024-07-10,SAMPLE-C,4,CUST-01
2024-07-11,SAMPLE-A,8,CUST-07
2024-07-11,SAMPLE-B,27,CUST-01
2024-07-11,SAMPLE-B,7,CUST-06
2024-07-11,SAMPLE-B,17,CUST-05
2024-07-12,SAMPLE-A,8,CUST-04
2024-07-12,SAMPLE-B,14,CUST-03
2024-07-12,SAMPLE-B,21,CUST-01
2024-07-12,SAMPLE-B,29,CUST-01
2024-07-12,SAMPLE-B,6,CUST-04
2024-07-12,SAMPLE-B,20,CUST-02
2024-07-15,SAMPLE-A,8,CUST-04
2024-07-15,SAMPLE-A,12,CUST-04
2024-07-15,SAMPLE-B,9,CUST-05
2024-07-15,SAMPLE-B,22,CUST-08
2024-07-16,SAMPLE-A,4,CUST-01
2024-07-16,SAMPLE-A,6,CUST-07
2024-07-16,SAMPLE-B,12,CUST-02
2024-07-16,SAMPLE-B,20,CUST-07
2024-07-16,SAMPLE-C,3,CUST-02
2024-07-17,SAMPLE-A,3,CUST-04
2024-07-17,SAMPLE-B,28,CUST-07
2024-07-18,SAMPLE-A,11,CUST-04
2024-07-18,SAMPLE-B,19,CUST-01
2024-07-18,SAMPLE-B,14,CUST-02
2024-07-19,SAMPLE-A,9,CUST-07
2024-07-19,SAMPLE-A,5,CUST-08
2024-07-19,SAMPLE-B,13,CUST-01
2024-07-19,SAMPLE-B,16,CUST-08
2024-07-19,SAMPLE-C,3,CUST-02
2024-07-22,SAMPLE-A,6,CUST-07
2024-07-22,SAMPLE-B,30,CUST-08
2024-07-22,SAMPLE-B,15,CUST-07
2024-07-22,SAMPLE-B,29,CUST-06
2024-07-22,SAMPLE-B,24,CUST-01
2024-07-23,SAMPLE-B,18,CUST-06
2024-07-23,SAMPLE-B,14,CUST-07
2024-07-23,SAMPLE-B,27,CUST-07
2024-07-24,SAMPLE-A,12,CUST-06
2024-07-24,SAMPLE-A,6,CUST-02
2024-07-24,SAMPLE-A,5,CUST-05
2024-07-24,SAMPLE-B,30,CUST-07
2024-07-24,SAMPLE-B,19,CUST-08
2024-07-24,SAMPLE-B,25,CUST-07
2024-07-24,SAMPLE-B,21,CUST-05
2024-07-24,SAMPLE-C,1,CUST-04
2024-07-25,SAMPLE-B,9,CUST-06
2024-07-25,SAMPLE-B,15,CUST-01
2024-07-25,SAMPLE-B,29,CUST-01
2024-07-25,SAMPLE-B,6,CUST-06
2024-07-26,SAMPLE-B,7,CUST-03
2024-07-29,SAMPLE-A,4,CUST-02
2024-07-29,SAMPLE-A,8,CUST-06
2024-07-29,SAMPLE-A,12,CUST-07
2024-07-29,SAMPLE-A,6,CUST-06
2024-07-29,SAMPLE-B,11,CUST-07
2024-07-29,SAMPLE-B,22,CUST-07
2024-07-29,SAMPLE-B,25,CUST-07
2024-07-29,SAMPLE-B,26,CUST-02
2024-07-30,SAMPLE-A,6,CUST-07
2024-07-30,SAMPLE-A,12,CUST-02
2024-07-30,SAMPLE-B,6,CUST-04
2024-07-30,SAMPLE-B,22,CUST-01
2024-07-30,SAMPLE-B,19,CUST-01
2024-07-31,SAMPLE-A,3,CUST-05
2024-07-31,SAMPLE-B,18,CUST-01
2024-07-31,SAMPLE-B,29,CUST-08
2024-07-31,SAMPLE-B,25,CUST-03
2024-08-01,SAMPLE-A,6,CUST-07
2024-08-01,SAMPLE-B,11,CUST-01
2024-08-01,SAMPLE-C,3,CUST-04
2024-08-02,SAMPLE-A,5,CUST-08
2024-08-02,SAMPLE-B,5,CUST-05
2024-08-02,SAMPLE-B,7,CUST-05
2024-08-02,SAMPLE-B,11,CUST-08
2024-08-05,SAMPLE-B,15,CUST-06
2024-08-05,SAMPLE-B,21,CUST-01
2024-08-05,SAMPLE-B,5,CUST-01
2024-08-05,SAMPLE-C,1,CUST-04
2024-08-05,SAMPLE-C,3,CUST-01
2024-08-06,SAMPLE-A,3,CUST-05
2024-08-06,SAMPLE-A,5,CUST-02
2024-08-06,SAMPLE-B,7,CUST-08
2024-08-06,SAMPLE-B,7,CUST-05
2024-08-06,SAMPLE-B,11,CUST-05
2024-08-06,SAMPLE-C,3,CUST-04
2024-08-07,SAMPLE-B,27,CUST-02
2024-08-07,SAMPLE-B,28,CUST-05
2024-08-08,SAMPLE-A,9,CUST-05
2024-08-08,SAMPLE-A,12,CUST-01
2024-08-08,SAMPLE-B,13,CUST-06
